### Format: relation|@id|@name|@place|@highway|@route|@ref|@oneway|@maxspeed|relation_type|membertype;@id;@role|...
### Format: way|@id|@name|@place|@highway|@route|@ref|@oneway|@maxspeed|member nodes|...
### Format: node|@id|@name|@place|@highway|@route|@ref|@oneway|@maxspeed|node_lat|node_lon
node|2021666141||||||||42.5074813|1.5217817
node|2021666142||||||||42.5074841|1.5360446
node|2021666143||||||||42.5075165|1.5363944
node|2021666145||||||||42.5076124|1.5360234
node|2021666147||||||||42.5076736|1.5369998
node|2021666150||||||||42.5077265|1.5371482
node|2021666151||||||||42.507786|1.5243208
node|2021666155||||||||42.5078426|1.5371086
node|2021666160||||||||42.5083148|1.5304031
node|2021666161||||||||42.5083037|1.5217556
node|2021666162||||||||42.5083939|1.5215778
node|2021666164||||||||42.5086817|1.5294706
node|2021666165||||||||42.5087526|1.533316
node|2021666166||||||||42.5087763|1.5335853
node|2021666167||||||||42.5087774|1.5338591
node|2021666168||||||||42.5087873|1.5340711
node|2021666170||||||||42.508873|1.5337602
node|2021666171||||||||42.5088783|1.5338473
node|2021666172||||||||42.5090444|1.5334587
node|2021666173||||||||42.5090444|1.5335576
node|2021666174||||||||42.5090512|1.533744
node|2021666175||||||||42.5090538|1.5338253
node|2021666179||||||||42.509175|1.5335415
node|2021666180||||||||42.5091886|1.5338108
node|2021666203||||||||42.5105284|1.535192
node|2021666204||||||||42.5105333|1.5298396
node|2021666208||||||||42.5106503|1.5388787
node|2021666209||||||||42.5106743|1.5307586
node|2021666210||||||||42.5107057|1.5379403
node|2021666212|||crossing|||||42.5108161|1.5294479
node|2021666213||||||||42.5109253|1.5315686
node|2021666214||||||||42.510951|1.5381122
node|2021666220||||||||42.5114373|1.5384717
node|2021666225||||||||42.5115464|1.5300021
node|2021666228||||||||42.5116582|1.5304309
node|2021725740||||||||42.5068326|1.5504471
node|2021725743||||||||42.5081283|1.5501895
node|2021725745||||||||42.5086299|1.5503019
node|2021725756||||||||42.509251|1.5561662
node|2021725762||||||||42.5096679|1.5561069
node|2021725767||||||||42.5107339|1.5646452
node|2021725776||||||||42.5148507|1.5647429
node|2021725795||||||||42.5164768|1.5681872
node|2021725810||||||||42.5167856|1.5675192
node|2021725820||||||||42.5170283|1.5684085
node|2021725840||||||||42.5171953|1.5689071
node|2021725874||||||||42.5174238|1.5696105
node|2021725877||||||||42.517432|1.5682028
node|2021725882||||||||42.517499|1.5680513
node|2021725884||||||||42.5175227|1.5681387
node|2021725904||||||||42.5176147|1.5684596
node|2021725907||||||||42.5176199|1.5679925
node|2021725910||||||||42.5176096|1.5695633
node|2021725912||||||||42.5176245|1.5705181
node|2021725921||||||||42.5177761|1.5707966
node|2030186256||||||||42.5095894|1.5321153
node|2030186261||||||||42.5096273|1.5324077
node|2030186264||||||||42.50967|1.5327161
node|2030186267||||||||42.5096747|1.5324173
node|2030186269||||||||42.5096842|1.5322599
node|2030186271||||||||42.5097079|1.5326679
node|2030186273||||||||42.5097268|1.5329121
node|2030186276||||||||42.5097529|1.5330952
node|2030186285||||||||42.5107114|1.5348741
node|2030186296||||||||42.5126646|1.5359864
node|2030186299|||crossing|||||42.5127119|1.5358185
node|2030186301|||crossing|||||42.5127058|1.5359549
node|2030186303||||||||42.5127532|1.5358996
node|2030186305||||||||42.5127702|1.5359533
node|2042702027||||||||42.5518355|1.529055
node|2042702030||||||||42.5517618|1.5309281
node|2042702032||||||||42.5517574|1.5298356
node|2042702034||||||||42.5518574|1.5295544
node|2042735393||||||||42.550528|1.53359
node|2042735420||||||||42.5536181|1.5305169
node|2042735421||||||||42.5536862|1.5300325
node|2042735422||||||||42.5537937|1.5307143
node|2042735426||||||||42.5475849|1.5311971
node|2042735433||||||||42.5560982|1.5321033
node|2042735443||||||||42.5500196|1.5326834
node|2042735444||||||||42.5537559|1.5312709
node|2042735452||||||||42.5473185|1.5309673
node|2042735461||||||||42.5519693|1.5322251
node|2042735463||||||||42.5519411|1.532732
node|2042735491||||||||42.5539081|1.5300927
node|2042735492||||||||42.5537158|1.531985
node|2042735497||||||||42.5537029|1.5318895
node|2042739481||||||||42.5451784|1.5188786
node|2042826062||||||||42.5552004|1.5381722
node|2042826063||||||||42.5545167|1.5377994
node|2042977933||||||||42.4670434|1.4936996
node|2050289784||||||||42.4677141|1.4939656
node|2050289787||||||||42.4676229|1.4935771
node|2050289790||||||||42.4681469|1.4932884
node|2050289793||||||||42.4678727|1.4940603
node|2050289795||||||||42.467783|1.4930668
node|2050289797||||||||42.4677067|1.4932929
node|2050289803||||||||42.4674598|1.4940941
node|2050289805||||||||42.4675462|1.4938472
node|2050328120||||||||42.4636579|1.4905351
node|2050328121||||||||42.4629225|1.4918744
node|2050328122||||||||42.4635246|1.490916
node|2050328123||||||||42.4631116|1.4917063
node|2050328124||||||||42.4641481|1.4924703
node|2050328125||||||||42.464002|1.4924627
node|2050328126||||||||42.4637922|1.4918162
node|2050328127||||||||42.4639174|1.492065
node|2050328128||||||||42.4637307|1.4903461
node|2050328129||||||||42.4636971|1.4913139
node|2050328130||||||||42.4642533|1.4899899
node|2050328131||||||||42.4641571|1.4923163
node|2050328132||||||||42.4635963|1.4919906
node|2050328133||||||||42.4633906|1.4916204
node|2050328134||||||||42.4633391|1.4915641
node|2050339352||||||||42.4700822|1.4941945
node|2050339357||||||||42.4699892|1.493878
node|2050339361||||||||42.4700426|1.4939799
node|2050339365||||||||42.4700919|1.4942522
node|2050339373||||||||42.4697597|1.4939343
node|2050364492||||||||42.4680285|1.4940604
node|2050364494||||||||42.4689195|1.492708
node|2050364496||||||||42.4687684|1.4933086
node|2050364498||||||||42.4683807|1.4936849
node|2050364502||||||||42.4683895|1.4932931
node|2050445449||||||||42.4623689|1.4908976
node|2050445460||||||||42.4623254|1.4908144
node|2050445461||||||||42.463729|1.4913376
node|2050445468||||||||42.4648951|1.4917251
node|2050445479||||||||42.4623539|1.4910312
node|2050454188||||||||42.4671572|1.4944917
node|2050454190||||||||42.4665274|1.4945283
node|2050454191||||||||42.4669039|1.4943543
node|2050454194||||||||42.4666826|1.4944098
node|2050454196||||||||42.4658533|1.494937
node|2050454199||||||||42.4662985|1.4947358
node|2050454203||||||||42.4660809|1.4949531
node|2050563529||||||||42.5086711|1.5342818
node|2050563540||||||||42.5093098|1.5366842
node|2050563546||||||||42.5105269|1.5366503
node|2050563547||||||||42.5085671|1.5344886
node|2050563548||||||||42.5094451|1.536746
node|2050563553||||||||42.5106218|1.5365649
node|2050563559||||||||42.5115034|1.5370754
node|2050563562||||||||42.5117451|1.5372203
node|2050563563||||||||42.5099798|1.5366259
node|2050563568||||||||42.5100846|1.5367179
node|2050563569||||||||42.5098585|1.5367107
node|2050563575||||||||42.5086903|1.5341627
node|2052420646||||||||42.5549247|1.5296703
node|2052420651||||||||42.5556315|1.5329936
node|2052420652||||||||42.5556671|1.5328123
node|2052420660||||||||42.5550789|1.53145
node|2052420662||||||||42.5555859|1.5329777
node|2052420667||||||||42.5556581|1.5313543
node|2052420668||||||||42.5555569|1.5328618
node|2052420676||||||||42.5556157|1.5327962
node|2060494931||||||||42.5578356|1.6099542
node|2060494932||||||||42.5578307|1.6101503
node|2060494935||||||||42.5577725|1.6104426
node|2060494938||||||||42.5576889|1.6107178
node|2060494939||||||||42.5574989|1.6110307
node|2060494942||||||||42.5573165|1.6112302
node|2060494944||||||||42.5570733|1.6115328
node|2060494947||||||||42.5569035|1.6117977
node|2060494949||||||||42.5567186|1.6120109
node|2060494952||||||||42.5566401|1.6121519
node|2060494955||||||||42.5566071|1.6123273
node|2060494956||||||||42.5565717|1.6125646
node|2060494959||||||||42.5565185|1.61274
node|2060494961||||||||42.5564197|1.6128947
node|2060494964||||||||42.5562499|1.6130701
node|2060494967||||||||42.5559155|1.6134278
node|2060494969||||||||42.5557939|1.6135516
node|2060494972||||||||42.5555837|1.6136823
node|2060494975||||||||42.5553987|1.6138715
node|2060494976||||||||42.5552721|1.61404
node|2060494979||||||||42.5552113|1.6141844
node|2060494990||||||||42.5550694|1.6143598
node|2060494992||||||||42.5549047|1.6145902
node|2060494995||||||||42.5547553|1.614745
node|2060494997||||||||42.5546438|1.6148516
node|2060495000||||||||42.5545805|1.6150373
node|2060495003||||||||42.5545855|1.6151921
node|2060495005||||||||42.5546514|1.6152746
node|2060495007||||||||42.554849|1.6153228
node|2060495009||||||||42.5557737|1.6156048
node|2060495012||||||||42.5558471|1.6156839
node|2060495014||||||||42.5558522|1.615849
node|2060495016||||||||42.5557382|1.6160347
node|2060495103||||||||42.5549301|1.6143805
node|2060495106||||||||42.5547325|1.6143736
node|2060495122||||||||42.5545425|1.6143426
node|2060495126||||||||42.5544209|1.6142601
node|2060495129||||||||42.5541701|1.6140984
node|2060495133||||||||42.554056|1.6140606
node|2060495135||||||||42.5538787|1.6140056
node|2060495138||||||||42.5537976|1.6139265
node|2060495140||||||||42.5537875|1.6138027
node|2060495143||||||||42.5538407|1.6136823
node|2060495146||||||||42.5538787|1.6136032
node|2060495148||||||||42.5538939|1.6133969
node|2060495151||||||||42.5538863|1.6132318
node|2083675298||||||||42.4383075|1.4758219
node|2090897052||||||||42.5108206|1.5420006
node|2090897056||||||||42.510439|1.5420939
node|2090909911||||||||42.5100195|1.5422443
node|2090913447||||||||42.5099783|1.5422747
node|2090921861|||crossing|||||42.5094341|1.5420784
node|2090921865||||||||42.5088848|1.5420838
node|2090921869||||||||42.5091026|1.5420989
node|2090937785||||||||42.5098473|1.542347
node|2090937786||||||||42.5099919|1.5422884
node|2090937788||||||||42.5092132|1.5426531
node|2090937789||||||||42.5089093|1.5426579
node|2090937790||||||||42.5094923|1.5425507
node|2090937791||||||||42.5097214|1.542416
node|2090937792||||||||42.5095952|1.5424882
node|2090941790||||||||42.510824|1.5412791
node|2104963699||||||||42.5308852|1.5744277
node|2104963704||||||||42.5304053|1.5750495
node|2104963706||||||||42.5305945|1.5741646
node|2104963707||||||||42.5301641|1.5749691
node|2104963708||||||||42.5306561|1.5751055
node|2104963710||||||||42.5307037|1.5750871
node|2104963711||||||||42.5296362|1.5752235
node|2104963712||||||||42.5294919|1.5746763
node|2104963716||||||||42.5311517|1.5748241
node|2104963721||||||||42.5302994|1.5741598
node|2104963725||||||||42.5302632|1.5741996
node|2104963729||||||||42.5302379|1.5742854
node|2104963730||||||||42.5310909|1.5747604
node|2104963731||||||||42.5296779|1.5747545
node|2104963734||||||||42.5341842|1.5796277
node|2104963739||||||||42.52982|1.5754595
node|2104963740||||||||42.5302292|1.574384
node|2104963743||||||||42.5295097|1.5745878
node|2104963749||||||||42.5305357|1.5749396
node|2104963750||||||||42.5341782|1.5775838
node|2104963752||||||||42.5342168|1.5774813
node|2104963756||||||||42.5346429|1.5793678
node|2104963762||||||||42.5295314|1.5748668
node|2104963763||||||||42.5307077|1.5750469
node|2104963764||||||||42.5336341|1.5775063
node|2104963767||||||||42.533775|1.577608
node|2104963771||||||||42.5299289|1.5749503
node|2104963772||||||||42.5338071|1.5778035
node|2104963773||||||||42.5342999|1.5772924
node|2104963774||||||||42.5303361|1.5747733
node|2104963777||||||||42.5344787|1.579448
node|2104963780||||||||42.5341328|1.5776938
node|2104963781||||||||42.5312724|1.5748357
node|2104963783||||||||42.5304327|1.5748936
node|2104963784||||||||42.53369|1.5776375
node|2104963785||||||||42.5337416|1.5778255
node|2125614144||||||||42.4695944|1.5009649
node|2125614145||||||||42.4696067|1.5007934
node|2125646525||||||||42.4624801|1.5012692
node|2125646527||||||||42.4625031|1.5012996
node|2125646529||||||||42.4625421|1.5013208
node|2125646530||||||||42.4625968|1.5013596
node|2125646531||||||||42.462658|1.5014355
node|2125646532||||||||42.4626906|1.501515
node|2125646533||||||||42.4627375|1.5016156
node|2125646534||||||||42.4627752|1.501688
node|2125646535||||||||42.4628156|1.5017374
node|2125646536||||||||42.4628534|1.5017868
node|2125646537||||||||42.462882|1.5018115
node|2125646551||||||||42.4724955|1.5109643
node|2125646552||||||||42.47311|1.509566
node|2125655734||||||||42.4526137|1.4959423
node|2125655737||||||||42.4527566|1.4959674
node|2125655739||||||||42.4528188|1.4959728
node|2125655741||||||||42.4528599|1.4966955
node|2125655742||||||||42.4528837|1.495953
node|2125655744||||||||42.4529459|1.4959602
node|2125655745||||||||42.4529895|1.4966292
node|2125655746||||||||42.4530848|1.4965987
node|2125655747||||||||42.4531986|1.4965843
node|2125655749||||||||42.453233|1.4961162
node|2125655755||||||||42.4532979|1.4965574
node|2125655756||||||||42.4534024|1.496457
node|2125655758||||||||42.4534064|1.4962723
node|2125702582||||||||42.5126007|1.5393416
node|2125702583||||||||42.5126408|1.5392856
node|2125702585||||||||42.5126784|1.5391991
node|2125702586||||||||42.5126883|1.5391365
node|2125702587||||||||42.5127224|1.5390461
node|2125702588||||||||42.5127493|1.5389879
node|2125702589||||||||42.5127938|1.5388995
node|2125702590||||||||42.5128467|1.5386159
node|2125702591||||||||42.5128444|1.5387522
node|2125702593||||||||42.5128872|1.5385155
node|2125702594||||||||42.5129384|1.5384785
node|2125702595||||||||42.5130829|1.5385211
node|2125702596||||||||42.5131265|1.5386002
node|2125702597||||||||42.5131327|1.538687
node|2125702598||||||||42.5131321|1.5389048
node|2125702599||||||||42.513149|1.5389368
node|2125702600||||||||42.513245|1.5389337
node|2125702601||||||||42.5132936|1.5389442
node|2125702604||||||||42.5132666|1.5389327
node|2125702606||||||||42.5132864|1.5389356
node|2125702664||||||||42.5148176|1.5330069
node|2125702708||||||||42.5164115|1.5327346
node|2125702709||||||||42.5165071|1.53251
node|2125716275||||||||42.5092683|1.5441719
node|2125719262||||||||42.5089883|1.5417476
node|2125755658||||||||42.5064206|1.520999
node|2125755659||||||||42.5066291|1.5207762
node|2125780878||||||||42.5311309|1.5147192
node|2125780879||||||||42.5311337|1.5148263
node|2125780880||||||||42.5312901|1.5146007
node|2125780881||||||||42.5313971|1.514572
node|2125780882||||||||42.531476|1.5145414
node|2125780883||||||||42.5318536|1.5149525
node|2125780884||||||||42.5319578|1.5144153
node|2125780885||||||||42.5321001|1.5144956
node|2125780886||||||||42.5321381|1.5145032
node|2125780895||||||||42.546126|1.5211594
node|2125802955||||||||42.5347833|1.5770678
node|2125802956||||||||42.5347872|1.5769692
node|2125802957||||||||42.5348119|1.5771929
node|2125802958||||||||42.5348171|1.5768811
node|2125802959||||||||42.5348568|1.5772381
node|2125802961||||||||42.5348827|1.5768181
node|2125802965||||||||42.5350326|1.5767543
node|2125802966||||||||42.5351273|1.5767455
node|2125802967||||||||42.5351896|1.5767737
node|2125802968||||||||42.5352415|1.5768265
node|2126016537||||||||42.5674757|1.5980488
node|2126016538||||||||42.5675438|1.5978288
node|2126016542||||||||42.5676691|1.5976556
node|2126016543||||||||42.5678171|1.5963293
node|2126016544||||||||42.5678689|1.5975813
node|2126016545||||||||42.5679521|1.5975296
node|2126016546||||||||42.5680682|1.5975421
node|2126016547||||||||42.5682138|1.5975328
node|2126016548||||||||42.5683518|1.5975038
node|2126016549||||||||42.5683713|1.6001323
node|2126016550||||||||42.5684826|1.5974908
node|2126016551||||||||42.5686729|1.5975005
node|2126016552||||||||42.5687585|1.5975038
node|2126016553||||||||42.5688646|1.5989118
node|2126016554||||||||42.5688727|1.5974941
node|2126016555||||||||42.5689347|1.598689
node|2126016556||||||||42.5689393|1.5974715
node|2126016557||||||||42.568975|1.5974876
node|2126016558||||||||42.5691251|1.5970744
node|2126016559||||||||42.569063|1.5976136
node|2126016560||||||||42.5691463|1.5977072
node|2126016561||||||||42.5692239|1.5973641
node|2126016562||||||||42.5692224|1.5977298
node|2126016563||||||||42.5692611|1.5985498
node|2126016564||||||||42.5692831|1.5974955
node|2126016565||||||||42.5692866|1.5977072
node|2126016566||||||||42.5692962|1.5975943
node|2126016567||||||||42.5693504|1.5977136
node|2126016568||||||||42.5693636|1.5973456
node|2126016569||||||||42.569367|1.5978073
node|2126016570||||||||42.5693909|1.5978955
node|2126016571||||||||42.5694293|1.5979388
node|2126016572||||||||42.5695003|1.598037
node|2126016573||||||||42.5695168|1.5993611
node|2126016574||||||||42.569546|1.598021
node|2126016575||||||||42.5695481|1.5984013
node|2126016576||||||||42.5695817|1.5979735
node|2126016577||||||||42.5696144|1.5979298
node|2126016578||||||||42.5696695|1.598167
node|2126016579||||||||42.5696919|1.5978212
node|2126031501||||||||42.5784292|1.6530645
node|2126048607||||||||42.5564651|1.5341566
node|2126048608||||||||42.5565362|1.534026
node|2126048612||||||||42.5566063|1.5338921
node|2126062564||||||||42.5742399|1.5195664
node|2126062566||||||||42.5742701|1.519653
node|2126062567||||||||42.5743574|1.5203928
node|2126062569||||||||42.57438|1.5197429
node|2126062570||||||||42.5744402|1.5202964
node|2126062572||||||||42.574567|1.5201684
node|2126065260||||||||42.5758281|1.5185326
node|2126065261||||||||42.5761344|1.5186945
node|2126065264||||||||42.5768551|1.517677
node|2126065269||||||||42.5771681|1.5173646
node|2126065270||||||||42.5774694|1.5173632
node|2126078046||||||||42.5567736|1.5329868
node|2130104723||||||||42.553981|1.5904354
node|2130104728||||||||42.5541444|1.5904041
node|2130104732||||||||42.5541555|1.589974
node|2130104740||||||||42.5544068|1.5901682
node|2130104741||||||||42.5545468|1.5902764
node|2130104743||||||||42.5545468|1.5903412
node|2163851386||||||||42.6316328|1.4992164
node|2163922669||||||||42.5951009|1.6735282
node|2163922707||||||||42.6015574|1.6844562
node|2171102743||||||||42.5066137|1.5202456
node|2186957879||||||||42.4331995|1.4693325
node|2186958068||||||||42.4353792|1.4732303
node|2186958072||||||||42.4353505|1.4730134
node|2186958073||||||||42.4353951|1.4746559
node|2186958077||||||||42.435405|1.474099
node|2186958080||||||||42.435411|1.4734079
node|2186958082||||||||42.435415|1.4739645
node|2186958084||||||||42.4354219|1.4748712
node|2186958086||||||||42.4354389|1.4729121
node|2186958087||||||||42.4354279|1.4738475
node|2186958090||||||||42.4354398|1.4738017
node|2186958092||||||||42.4354557|1.4749949
node|2186958093||||||||42.4354586|1.473494
node|2186958102||||||||42.4354914|1.4737775
node|2186958106||||||||42.4355344|1.4735844
node|2186958115||||||||42.4358983|1.4738108
node|2186958123||||||||42.4356205|1.4738098
node|2186958127|||crossing|||||42.4357125|1.4731821
node|2186958149||||||||42.4357962|1.4738946
node|2186958188||||||||42.4360841|1.4739941
node|2186958199||||||||42.4362211|1.4741421
node|2186958206||||||||42.4362862|1.4742414
node|2186958427||||||||42.4383003|1.4754829
node|2186958595||||||||42.4415012|1.5002756
node|2186958602||||||||42.4415544|1.5002995
node|2186958621||||||||42.441788|1.4999647
node|2186958923||||||||42.448453|1.4824565
node|2186958924||||||||42.4484516|1.4822717
node|2186958934||||||||42.4486203|1.4824836
node|2188366030||||||||42.5099483|1.5337269
node|2188505785||||||||42.5092725|1.5437622
node|2188505824||||||||42.5104556|1.5392951
node|2188646080||||||||42.4944583|1.4988874
node|2188646083||||||||42.4952718|1.4985066
node|2188646118||||||||42.5009751|1.5178383
node|2188646120||||||||42.5010224|1.5180269
node|2188646125||||||||42.5017007|1.5207419
node|2188646126||||||||42.5017092|1.5208438
node|2188646127||||||||42.5017283|1.5206697
node|2188646128||||||||42.5018073|1.5205834
node|2188646129||||||||42.5017266|1.5208874
node|2188646130||||||||42.5018635|1.5205416
node|2188646132||||||||42.5017745|1.5209489
node|2188646137||||||||42.5025611|1.5216495
node|2188646139||||||||42.502637|1.5217547
node|2188646141||||||||42.5027193|1.5219127
node|2188646145||||||||42.5029652|1.5224197
node|2188646153||||||||42.5034628|1.5228378
node|2188646155||||||||42.5034913|1.5228244
node|2188646156||||||||42.503579|1.5227224
node|2188646157||||||||42.5035818|1.5221458
node|2188646159||||||||42.5036107|1.5226907
node|2188646161||||||||42.5036751|1.5227039
node|2188646163||||||||42.504179|1.5231475
node|2188646164||||||||42.5042236|1.5227698
node|2188646165||||||||42.5043078|1.5232166
node|2188646167||||||||42.504387|1.5228325
node|2188646168||||||||42.5044036|1.5232309
node|2188646169|||crossing|||||42.5045519|1.522823
node|2188646170|||crossing|||||42.504597|1.5232242
node|2188646171||||||||42.5045703|1.5228183
node|2188646172||||||||42.5046619|1.5232163
node|2188646176|||crossing|||||42.5086795|1.5367698
node|2188646177||||||||42.5090692|1.5420971
node|2188646178||||||||42.5093114|1.5420952
node|2188646185||||||||42.5107295|1.5419945
node|2188646191|||turning_circle|||||42.5115471|1.5448668
node|2188646194||||||||42.5116668|1.5451061
node|2188646195||||||||42.5119836|1.5449315
node|2188646196||||||||42.5119668|1.5450092
node|2188646197||||||||42.5119987|1.5448947
node|2188646198||||||||42.5118568|1.5454879
node|2188646199||||||||42.5120276|1.5448689
node|2188646200||||||||42.5119558|1.5456876
node|2188646201||||||||42.5120625|1.5448571
node|2188646202||||||||42.5121069|1.5448501
node|2188646203||||||||42.5120555|1.5453336
node|2188646204||||||||42.5121336|1.5448326
node|2188646205||||||||42.5120491|1.5458389
node|2188646207||||||||42.5121657|1.5447568
node|2188646208||||||||42.5121313|1.5455084
node|2188646210||||||||42.5121504|1.545926
node|2188646211||||||||42.5121907|1.54466
node|2188646213||||||||42.5122089|1.5459474
node|2188646217||||||||42.5122148|1.5456209
node|2188646218||||||||42.5122786|1.5459476
node|2188646219||||||||42.5123304|1.54412
node|2188646220||||||||42.5122982|1.5456743
node|2188646221||||||||42.5123145|1.5459138
node|2188646222||||||||42.5123577|1.544073
node|2188646223||||||||42.512347|1.5458408
node|2188646224||||||||42.5123295|1.5457144
node|2188646226||||||||42.5123517|1.5457661
node|2188646227||||||||42.5123829|1.5440532
node|2188646228||||||||42.5124235|1.5440546
node|2188646229||||||||42.5124552|1.544077
node|2188646230||||||||42.5125667|1.5438249
node|2188646231||||||||42.5125613|1.5437778
node|2188646232||||||||42.5125903|1.5438736
node|2188646233||||||||42.512595|1.5437085
node|2188646234||||||||42.5126412|1.5437072
node|2188646235||||||||42.5127232|1.5440571
node|2188646236||||||||42.5126847|1.5443767
node|2188646237||||||||42.5127181|1.5437289
node|2188646238||||||||42.5127857|1.5445208
node|2188646239||||||||42.5128115|1.5441817
node|2188646240||||||||42.5128333|1.5445804
node|2188646241||||||||42.5128537|1.5437754
node|2188646242||||||||42.5128777|1.5446205
node|2188646243||||||||42.5129148|1.5437813
node|2188646244||||||||42.5129595|1.5442674
node|2188646245||||||||42.5129762|1.5446067
node|2188646248||||||||42.5130016|1.5437409
node|2188646249||||||||42.5130311|1.5437049
node|2188646250||||||||42.5130311|1.5445581
node|2188646251||||||||42.5130585|1.5436476
node|2188646252||||||||42.5130687|1.5434963
node|2188646253||||||||42.5130691|1.5435446
node|2188646254||||||||42.5130691|1.5436047
node|2188646255||||||||42.5130945|1.5414048
node|2188646256||||||||42.5130833|1.5411786
node|2188646257||||||||42.5130984|1.5415278
node|2188646258||||||||42.5131244|1.5442288
node|2188646261||||||||42.5131896|1.5442075
node|2188646263||||||||42.5131968|1.5421689
node|2188646264||||||||42.5132601|1.5420312
node|2188646265||||||||42.513219|1.5410604
node|2188646266||||||||42.5132373|1.5442027
node|2188646267||||||||42.5132522|1.5443039
node|2188646268||||||||42.5132633|1.5442489
node|2188646270||||||||42.5133125|1.5444012
node|2188646271||||||||42.5133397|1.5420392
node|2188646272||||||||42.5133327|1.5446554
node|2188646273||||||||42.5133524|1.5447317
node|2188646274||||||||42.5133615|1.5442412
node|2188646275||||||||42.5133712|1.540882
node|2188646276||||||||42.51329|1.5398742
node|2188646277||||||||42.5133842|1.5447528
node|2188646278||||||||42.5134339|1.5439184
node|2188646280||||||||42.5134687|1.5447162
node|2188646282||||||||42.5135207|1.5425868
node|2188646283||||||||42.5135188|1.5437591
node|2188646284||||||||42.5135393|1.5446035
node|2188646286||||||||42.5135473|1.5428514
node|2188646287||||||||42.5135738|1.5444004
node|2188646289||||||||42.5136007|1.5433395
node|2188646291||||||||42.5136111|1.5434529
node|2188646293||||||||42.5136247|1.5438488
node|2188646295||||||||42.5137166|1.5349539
node|2188646299||||||||42.5139086|1.5334122
node|2188646301||||||||42.5139546|1.5334608
node|2188646304||||||||42.5139671|1.5335303
node|2188646306||||||||42.514228|1.5353553
node|2188646308||||||||42.5145552|1.5334068
node|2188646310||||||||42.514621|1.5334563
node|2188646312||||||||42.5146612|1.5334482
node|2188646314||||||||42.5147479|1.5333575
node|2188646320||||||||42.5151333|1.5342383
node|2188646334||||||||42.515281|1.5333279
node|2188646336||||||||42.5152763|1.5334256
node|2188646339||||||||42.5152874|1.5334796
node|2188646341||||||||42.5153086|1.5395638
node|2188646343||||||||42.5153296|1.5335398
node|2188646344||||||||42.5153325|1.5395011
node|2188646345||||||||42.5153683|1.5394404
node|2188646346||||||||42.5153781|1.5335798
node|2188646347||||||||42.5154377|1.5336161
node|2188646349||||||||42.5154792|1.5392407
node|2188646351||||||||42.5154891|1.5321223
node|2188646353||||||||42.515519|1.5390577
node|2188646355||||||||42.5155235|1.5385658
node|2188646357||||||||42.515525|1.5388431
node|2188646360||||||||42.5155115|1.5384159
node|2188646362||||||||42.515515|1.5384499
node|2188646364||||||||42.515525|1.538474
node|2188646368||||||||42.5155413|1.5384969
node|2188646370||||||||42.5155374|1.5383697
node|2188646372||||||||42.5155569|1.5385142
node|2188646374||||||||42.5155509|1.5383649
node|2188646377||||||||42.5155751|1.5385262
node|2188646379||||||||42.5155924|1.5383743
node|2188646380||||||||42.515593|1.5385332
node|2188646383||||||||42.5156073|1.5385377
node|2188646387||||||||42.5156228|1.5385333
node|2188646390||||||||42.5156141|1.5383894
node|2188646392||||||||42.5156302|1.538409
node|2188646394||||||||42.5156439|1.5385181
node|2188646397||||||||42.5156562|1.5384919
node|2188646401||||||||42.5156476|1.5384373
node|2188646404||||||||42.5156568|1.5384645
node|2188646409||||||||42.5158798|1.5316016
node|2188646411||||||||42.5159367|1.5319018
node|2188646415||||||||42.5159396|1.5317001
node|2188646417||||||||42.5159586|1.5317962
node|2188646752||||||||42.54692|1.5140453
node|2188646762||||||||42.5470596|1.5142078
node|2188646769||||||||42.5471562|1.5142359
node|2188646780||||||||42.5476104|1.5133566
node|2188667476||||||||42.4762121|1.4888694
node|2188667477||||||||42.476785|1.488911
node|2188667478||||||||42.4845924|1.4922846
node|2188667479||||||||42.4845895|1.4922022
node|2188667480||||||||42.4846028|1.4923464
node|2188667482||||||||42.4847097|1.4925513
node|2188667484||||||||42.4847967|1.4926177
node|2188667487||||||||42.4850325|1.4892173
node|2188667489||||||||42.4851816|1.4890776
node|2188667491||||||||42.486128|1.4893312
node|2188667494||||||||42.4876894|1.4904625
node|2188667495||||||||42.487685|1.4905023
node|2188667496||||||||42.4877042|1.4905773
node|2188667497||||||||42.4878161|1.4903868
node|2188667498||||||||42.487861|1.4904471
node|2188667500||||||||42.5101439|1.5339489
node|2188667504||||||||42.5104713|1.5434821
node|2188667505||||||||42.5104331|1.5435033
node|2188667506||||||||42.5105152|1.5434749
node|2188667507||||||||42.5103895|1.5435578
node|2188667508||||||||42.5104581|1.5331559
node|2188667509||||||||42.5103833|1.5436403
node|2188667510||||||||42.5105805|1.5434707
node|2188667511||||||||42.5106608|1.5435014
node|2188667513||||||||42.5104262|1.543717
node|2188667514||||||||42.5107699|1.5435785
node|2188667515|||turning_circle|||||42.5106705|1.5431599
node|2188667517||||||||42.5104991|1.543787
node|2188667518||||||||42.5108573|1.5436816
node|2188667520||||||||42.5107008|1.5439151
node|2188667521||||||||42.5110019|1.5420792
node|2188667522||||||||42.5108548|1.5440819
node|2188667523||||||||42.511046|1.5435239
node|2188667524||||||||42.5109863|1.544249
node|2188667525||||||||42.5111029|1.5434468
node|2188667526||||||||42.5111673|1.5434237
node|2188667527|||turning_circle|||||42.5111311|1.5442869
node|2188667528||||||||42.5110573|1.5439172
node|2188667529||||||||42.5112125|1.5434438
